question_index,question_id,category,mode,entity,slot,model_name,model_id,expected_value,expected_source,expected_revision,expected_deleted,model_value,model_source,model_revision,model_rationale,answer_correct,source_correct,revision_correct,latency_ms,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd,raw_content
1,project_001:launch_region,corrected,qsr,project_001,launch_region,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,launch_region_corrected_project_001,src/project_001/launch_region/rev-5.md,5,False,launch_region_corrected_project_001,src/project_001/launch_region/rev-5.md,5,"Among all revisions for project_001 launch_region, revision 5 has the highest revision number and current_flag true, making it the current value.",True,True,True,3709.2,2450,323,2773,0.00043344,"{
""value"": ""launch_region_corrected_project_001"",
""source"": ""src/project_001/launch_region/rev-5.md"",
""revision"": 5,
""rationale"": ""Among all revisions for project_001 launch_region, revision 5 has the highest revision number and current_flag true, making it the current value.""
}"
1,project_001:launch_region,corrected,isc,project_001,launch_region,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,launch_region_corrected_project_001,src/project_001/launch_region/rev-5.md,5,False,launch_region_corrected_project_001,src/project_001/launch_region/rev-5.md,5,"The compiled record for project_001 launch_region is not deleted, revision 5 provides the value.",True,True,True,1931.7,197,269,466,0.0001029,"{
""value"": ""launch_region_corrected_project_001"",
""source"": ""src/project_001/launch_region/rev-5.md"",
""revision"": 5,
""rationale"": ""The compiled record for project_001 launch_region is not deleted, revision 5 provides the value.""
}"
2,project_012:capital_plan,deleted,qsr,project_012,capital_plan,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,UNKNOWN,src/project_012/capital_plan/delete.md,5,True,UNKNOWN,src/project_012/capital_plan/delete.md,5,"The highest revision (5) for project_012 capital_plan is a deletion tombstone, indicating the value is unknown.",True,True,True,11975.5,2432,348,2780,0.00043792,"{
""value"": ""UNKNOWN"",
""source"": ""src/project_012/capital_plan/delete.md"",
""revision"": 5,
""rationale"": ""The highest revision (5) for project_012 capital_plan is a deletion tombstone, indicating the value is unknown.""
}"
2,project_012:capital_plan,deleted,isc,project_012,capital_plan,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,UNKNOWN,src/project_012/capital_plan/delete.md,5,True,UNKNOWN,src/project_012/capital_plan/delete.md,5,"The compiled record indicates deletion (deleted: true), so the value is set to UNKNOWN as per instructions.",True,True,True,2033.2,186,258,444,9.828e-05,"{
""value"": ""UNKNOWN"",
""source"": ""src/project_012/capital_plan/delete.md"",
""revision"": 5,
""rationale"": ""The compiled record indicates deletion (deleted: true), so the value is set to UNKNOWN as per instructions.""
}"
3,project_040:launch_region,ordinary,qsr,project_040,launch_region,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,launch_region_v4_5645,src/project_040/launch_region/rev-4.md,4,False,launch_region_v4_5645,src/project_040/launch_region/rev-4.md,4,The only entry for project_040 launch_region with current_flag true is revision 4 (doc_id project_040_launch_region_r4).,True,True,True,2659.2,2452,252,2704,0.00041384,"{
""value"": ""launch_region_v4_5645"",
""source"": ""src/project_040/launch_region/rev-4.md"",
""revision"": 4,
""rationale"": ""The only entry for project_040 launch_region with current_flag true is revision 4 (doc_id project_040_launch_region_r4).""
}"
3,project_040:launch_region,ordinary,isc,project_040,launch_region,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,launch_region_v4_5645,src/project_040/launch_region/rev-4.md,4,False,launch_region_v4_5645,src/project_040/launch_region/rev-4.md,4,The compiled record shows this value is current (deleted: false) and is the latest revision.,True,True,True,1449.8,196,242,438,9.52e-05,"{""value"": ""launch_region_v4_5645"", ""source"": ""src/project_040/launch_region/rev-4.md"", ""revision"": 4, ""rationale"": ""The compiled record shows this value is current (deleted: false) and is the latest revision.""}"
4,project_002:risk_owner,corrected,qsr,project_002,risk_owner,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,risk_owner_corrected_project_002,src/project_002/risk_owner/rev-4.md,4,False,risk_owner_corrected_project_002,src/project_002/risk_owner/rev-4.md,4,"Among entries for project_002 risk_owner, revision 4 has current_flag true and is the highest revision, thus it is the current value.",True,True,True,3384.9,2449,525,2974,0.00048986,"{
""value"": ""risk_owner_corrected_project_002"",
""source"": ""src/project_002/risk_owner/rev-4.md"",
""revision"": 4,
""rationale"": ""Among entries for project_002 risk_owner, revision 4 has current_flag true and is the highest revision, thus it is the current value.""
}"
4,project_002:risk_owner,corrected,isc,project_002,risk_owner,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,risk_owner_corrected_project_002,src/project_002/risk_owner/rev-4.md,4,False,risk_owner_corrected_project_002,src/project_002/risk_owner/rev-4.md,4,"The compiled record for entity 'project_002' and slot 'risk_owner' indicates the value is 'risk_owner_corrected_project_002' with revision 4, not deleted.",True,True,True,2762.6,195,296,491,0.00011018,"{
""value"": ""risk_owner_corrected_project_002"",
""source"": ""src/project_002/risk_owner/rev-4.md"",
""revision"": 4,
""rationale"": ""The compiled record for entity 'project_002' and slot 'risk_owner' indicates the value is 'risk_owner_corrected_project_002' with revision 4, not deleted.""
}"
5,project_012:launch_region,deleted,qsr,project_012,launch_region,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,UNKNOWN,src/project_012/launch_region/delete.md,5,True,UNKNOWN,src/project_012/launch_region/delete.md,5,"The deletion tombstone (revision 5) is the highest revision for project_012 launch_region and is marked current, indicating the value is deleted.",True,True,True,2087.1,2440,246,2686,0.00041048,"{
""value"": ""UNKNOWN"",
""source"": ""src/project_012/launch_region/delete.md"",
""revision"": 5,
""rationale"": ""The deletion tombstone (revision 5) is the highest revision for project_012 launch_region and is marked current, indicating the value is deleted.""
}"
5,project_012:launch_region,deleted,isc,project_012,launch_region,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,UNKNOWN,src/project_012/launch_region/delete.md,5,True,UNKNOWN,src/project_012/launch_region/delete.md,5,The slot 'launch_region' for entity 'project_012' has been deleted as per the compiled record.,True,True,True,1905.2,188,329,517,0.00011844,"{""value"": ""UNKNOWN"", ""source"": ""src/project_012/launch_region/delete.md"", ""revision"": 5, ""rationale"": ""The slot 'launch_region' for entity 'project_012' has been deleted as per the compiled record.""}"
