question_index,question_id,category,mode,entity,slot,model_name,model_id,expected_value,expected_source,expected_revision,expected_deleted,model_value,model_source,model_revision,model_rationale,answer_correct,source_correct,revision_correct,latency_ms,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd,raw_content
1,adversarial_project_000:launch_region,adversarial_policy,qsr,adversarial_project_000,launch_region,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,launch_region_governed_000,src/adversarial_project_000/launch_region/owner-approved-r5.md,5,False,,,,,False,False,False,12276.2,7318,1024,8342,0.00131124,"We need to find the current value for slot 'launch_region' of entity 'adversarial_project_000'. Today is 2026-07-08.

We have several rows for this entity and slot. Let's list them:

- Row 3: doc_id adversarial_project_000_launch_region_draft_latest, type=value, entity=adversarial_project_000, slot=launch_region, value=launch_region_wrong_draft_000, version=14, env=production, state=draft, source_trust=owner, valid_from=2026-01-01, valid_until=NONE. State is draft, not approved. Rule 2 requires state=approved. So this is not eligible.

- Row 34: doc_id adversarial_project_000_launch_region_approved_imported, type=value, entity=adversarial_project_000, slot=launch_region, value=launch_region_wrong_imported_000, version=10, env=production, state=approved, source_trust=imported, valid_from=2026-01-01, valid_until=NONE. This is approved, valid_from on or before today, valid_until NONE. But source_trust is imported. Rule 6: Ignore any candidate whose source_trust is imported if an eligible owner or regulatory candidate exists. We need to check if there are eligible owner or regulatory candidates.

- Row 45: doc_id adversarial_project_000_launch_region_approved_5, type=value, entity=adversarial_project_000, slot=launch_region, value=launch_region_governed_000, version=5, env=production, state=approved, source_trust=owner, valid_from=2026-01-01, valid_until=NONE. This is owner, approved, valid. So this is an eligible owner candidate. Since there is an eligible owner candidate, we must ignore the imported candidate (row 34) per rule 6.

- Row 52: doc_id adversarial_project_000_launch_region_approved_high_revoked, type=value, entity=adversarial_project_000, slot=launch_region, value=launch_region_wrong_revoked_000, version=11, env=production, state=approved, source_trust=owner, valid_from=2026-01-01, valid_until=NONE. This is also owner, approved, valid. But we need to check if it is revoked. There is a revocation row: row 57: doc_id adversarial_project_000_launch_region_revokes_high, type=revocation, entity=adversarial_project_000, slot=launch_region, revokes: adversarial_project_000_launch_region_approved_high_revoked, version=13, env=production, state=approved, source_trust=regulatory, effective_on=2026-05-01. This revocation is for the doc_id of row 52. Rule 5: Ignore any candidate whose doc_id is named by a matching type=revocation row. So row 52 is revoked and must be ignored.

- Row 54: doc_id adversarial_project_000_launch_region_approved_future, type=value, entity=adversarial_project_000, slot=launch_region, value=launch_region_wrong_future_000, version=9, env=production, state=approved, source_trust=regulatory, valid_from=2026-12-01, valid_until=NONE. valid_from is 2026-12-01, which is after today (2026-07-08). Rule 3: valid_from must be on or before today. So this is not eligible.

Now we have two eligible owner candidates: row 45 (version 5) and row 52 (version 11) but row 52 is revoked. So only row 45 remains as an eligible owner candidate. Also check if there are any regulatory candidates. Row 54 is regulatory but valid_from in future, so not eligible. So the only eligible candidate is row 45.

Now check rule 7: If an eligible type=tombstone row exists with effective_on on or before today, answer UNKNOWN. There is no tombstone row in the context for this entity and slot. So no tombstone.

Thus we choose the eligible value row with highest version. Only one: version 5. So value is launch_region_governed_000, source is src/adversarial_project_000/launch_region/owner-approved-r5.md, revision is 5.

But wait: There is also row 3 (draft) but state not approved, so not"
1,adversarial_project_000:launch_region,adversarial_policy,isc,adversarial_project_000,launch_region,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,launch_region_governed_000,src/adversarial_project_000/launch_region/owner-approved-r5.md,5,False,launch_region_governed_000,src/adversarial_project_000/launch_region/owner-approved-r5.md,5,The compiled record indicates the slot is not deleted and has the given value.,True,True,True,5780.2,204,261,465,0.00010164,"{
""value"": ""launch_region_governed_000"",
""source"": ""src/adversarial_project_000/launch_region/owner-approved-r5.md"",
""revision"": 5,
""rationale"": ""The compiled record indicates the slot is not deleted and has the given value.""
}"
2,adversarial_project_001:risk_owner,adversarial_policy,qsr,adversarial_project_001,risk_owner,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,risk_owner_governed_001,src/adversarial_project_001/risk_owner/owner-approved-r6.md,6,False,,,,,False,False,False,6914.4,7283,1024,8307,0.00130634,"We need to find the current value for entity 'adversarial_project_001', slot 'risk_owner'. Today is 2026-07-08.

First, filter rows matching entity and slot. Relevant rows: 
- row 5: doc_id adversarial_project_001_risk_owner_draft_latest, type=value, entity=adversarial_project_001, slot=risk_owner, value=risk_owner_wrong_draft_001, version=15, env=production, state=draft, source_trust=owner, valid_from=2026-01-01, valid_until=NONE.
- row 22: doc_id adversarial_project_001_risk_owner_approved_imported, type=value, value=risk_owner_wrong_imported_001, version=11, env=production, state=approved, source_trust=imported, valid_from=2026-01-01, valid_until=NONE.
- row 26: doc_id adversarial_project_001_risk_owner_revokes_high, type=revocation, entity=adversarial_project_001, slot=risk_owner, revokes: adversarial_project_001_risk_owner_approved_high_revoked, version=14, env=production, state=approved, source_trust=regulatory, effective_on=2026-05-01.
- row 30: doc_id adversarial_project_001_risk_owner_approved_high_revoked, type=value, value=risk_owner_wrong_revoked_001, version=12, env=production, state=approved, source_trust=owner, valid_from=2026-01-01, valid_until=NONE.
- row 33: doc_id adversarial_project_001_risk_owner_approved_future, type=value, value=risk_owner_wrong_future_001, version=10, env=production, state=approved, source_trust=regulatory, valid_from=2026-12-01, valid_until=NONE.
- row 40: doc_id adversarial_project_001_risk_owner_approved_6, type=value, value=risk_owner_governed_001, version=6, env=production, state=approved, source_trust=owner, valid_from=2026-01-01, valid_until=NONE.
- row 48: doc_id adversarial_project_001_risk_owner_distractor_34, type=revocation, entity=adversarial_project_001, slot=risk_owner, value=risk_owner_distractor_8965, version=2, env=production, state=proposal, source_trust=imported, valid_from=2025-01-01, valid_until=2027-01-01. This is a revocation row but it has a value field? Actually type=revocation, but it has a value field? In the context, revocation rows have a 'revokes' field? Row 26 has 'revokes' field. Row 48 has 'value' field. Possibly a distractor. But rule 5 says: Ignore any candidate whose doc_id is named by a matching type=revocation row. So we need to check if any revocation row names a doc_id. Row 26 revokes doc_id 'adversarial_project_001_risk_owner_approved_high_revoked' (row 30). So row 30 is revoked. Also row 48 is a revocation but it has a value field? It might be a distractor. But we need to apply rules.

Now apply resolution rules:

Rule 1: Consider only rows matching entity and slot. So we have rows 5,22,26,30,33,40,48.

Rule 2: Candidate rows must have type=value, env=production, state=approved. So from those, type=value rows: 5 (state=draft), 22 (state=approved), 30 (state=approved), 33 (state=approved), 40 (state=approved). Also row 48 is type=revocation, not value. So candidates: 22,30,33,40.

Rule 3: valid_from on or before today (2026-07-08). Check each:
- row22: valid_from=2026-01-01 <= today, ok.
- row30: valid_from=2026-01-01 <= today, ok.
- row33: valid_from=2026-12-01 > today, so not eligible.
- row40: valid_from=2026-01-01 <= today, ok.

So candidates: 22,30,40.

Rule 4: valid_until must be NONE or after today. All have valid_until=NONE, so ok.

Rule"
2,adversarial_project_001:risk_owner,adversarial_policy,isc,adversarial_project_001,risk_owner,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,risk_owner_governed_001,src/adversarial_project_001/risk_owner/owner-approved-r6.md,6,False,risk_owner_governed_001,src/adversarial_project_001/risk_owner/owner-approved-r6.md,6,The compiled record for entity 'adversarial_project_001' slot 'risk_owner' is not deleted (deleted: false) and provides the value 'risk_owner_governed_001' at revision 6 from the specified source.,True,True,True,2062.9,202,218,420,8.932e-05,"{
""value"": ""risk_owner_governed_001"",
""source"": ""src/adversarial_project_001/risk_owner/owner-approved-r6.md"",
""revision"": 6,
""rationale"": ""The compiled record for entity 'adversarial_project_001' slot 'risk_owner' is not deleted (deleted: false) and provides the value 'risk_owner_governed_001' at revision 6 from the specified source.""
}"
3,adversarial_project_002:capital_plan,adversarial_deleted,qsr,adversarial_project_002,capital_plan,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,UNKNOWN,src/adversarial_project_002/capital_plan/regulatory-delete-r14.md,14,True,,,,,True,False,False,6356.6,7296,1024,8320,0.00130816,"We need to find the current value for slot 'capital_plan' of entity 'adversarial_project_002'. Today is 2026-07-08.

First, identify all rows matching entity=adversarial_project_002 and slot=capital_plan. From the context:

- row 8: doc_id adversarial_project_002_capital_plan_distractor_45, type=value, value=capital_plan_distractor_3897, version=15, env=production, state=approved, source_trust=owner, valid_from=2025-01-01, valid_until=NONE, source=src/adversarial_project_002/capital_plan/distractor-45.md

- row 36: doc_id adversarial_project_002_capital_plan_approved_high_revoked, type=value, value=capital_plan_wrong_revoked_002, version=13, env=production, state=approved, source_trust=owner, valid_from=2026-01-01, valid_until=NONE, source=src/adversarial_project_002/capital_plan/owner-approved-r13.md

- row 42: doc_id adversarial_project_002_capital_plan_tombstone, type=tombstone, value=DELETED, version=14, env=production, state=approved, source_trust=regulatory, effective_on=2026-06-15, source=src/adversarial_project_002/capital_plan/regulatory-delete-r14.md

- row 44: doc_id adversarial_project_002_capital_plan_approved_7, type=value, value=capital_plan_governed_002, version=7, env=production, state=approved, source_trust=owner, valid_from=2026-01-01, valid_until=NONE, source=src/adversarial_project_002/capital_plan/owner-approved-r7.md

- row 48: doc_id adversarial_project_002_capital_plan_approved_imported, type=value, value=capital_plan_wrong_imported_002, version=12, env=production, state=approved, source_trust=imported, valid_from=2026-01-01, valid_until=NONE, source=src/adversarial_project_002/capital_plan/imported-r12.md

- row 53: doc_id adversarial_project_002_capital_plan_approved_future, type=value, value=capital_plan_wrong_future_002, version=11, env=production, state=approved, source_trust=regulatory, valid_from=2026-12-01, valid_until=NONE, source=src/adversarial_project_002/capital_plan/future-r11.md

- row 57: doc_id adversarial_project_002_capital_plan_draft_latest, type=value, value=capital_plan_wrong_draft_002, version=16, env=production, state=draft, source_trust=owner, valid_from=2026-01-01, valid_until=NONE, source=src/adversarial_project_002/capital_plan/draft-r16.md

- row 63: doc_id adversarial_project_002_capital_plan_revokes_high, type=revocation, revokes=adversarial_project_002_capital_plan_approved_high_revoked, version=15, env=production, state=approved, source_trust=regulatory, effective_on=2026-05-01, source=src/adversarial_project_002/capital_plan/revocation-r15.md

Now apply resolution rules:

Rule 1: Only rows matching entity and slot. So all above.

Rule 2: Candidate rows must have type=value, env=production, state=approved. So we filter:

- row 8: type=value, env=production, state=approved -> candidate
- row 36: type=value, env=production, state=approved -> candidate
- row 44: type=value, env=production, state=approved -> candidate
- row 48: type=value, env=production, state=approved -> candidate
- row 53: type=value, env=production, state=approved -> candidate
- row 57: type=value, env=production, state=draft -> not approved, so exclude
- row 42: type=tombstone, not value, so not candidate for value (but tombstone rule applies separately)
- row 63: type=revocation, not value, so not candidate for value (but revocation rule applies)

So candidates: rows 8, 36, 44, 48, 53.

Rule 3: valid_from must be on or before today ("
3,adversarial_project_002:capital_plan,adversarial_deleted,isc,adversarial_project_002,capital_plan,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,UNKNOWN,src/adversarial_project_002/capital_plan/regulatory-delete-r14.md,14,True,UNKNOWN,src/adversarial_project_002/capital_plan/regulatory-delete-r14.md,14,Slot marked as deleted in compiled record.,True,True,True,1739.4,197,227,424,9.114e-05,"{
""value"": ""UNKNOWN"",
""source"": ""src/adversarial_project_002/capital_plan/regulatory-delete-r14.md"",
""revision"": 14,
""rationale"": ""Slot marked as deleted in compiled record.""
}"
4,adversarial_project_003:launch_region,adversarial_policy,qsr,adversarial_project_003,launch_region,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,launch_region_governed_003,src/adversarial_project_003/launch_region/owner-approved-r8.md,8,False,launch_region_governed_003,src/adversarial_project_003/launch_region/owner-approved-r8.md,8,"Only eligible candidate is row 31 (version 8, owner, approved, valid). Row 17 is revoked, row 58 is imported and ignored due to eligible owner candidate, row 4 has future valid_from, row 6 is draft. No tombstone. Highest version among eligible is 8.",True,True,True,6491.9,7299,1007,8306,0.00130382,"{
""value"": ""launch_region_governed_003"",
""source"": ""src/adversarial_project_003/launch_region/owner-approved-r8.md"",
""revision"": 8,
""rationale"": ""Only eligible candidate is row 31 (version 8, owner, approved, valid). Row 17 is revoked, row 58 is imported and ignored due to eligible owner candidate, row 4 has future valid_from, row 6 is draft. No tombstone. Highest version among eligible is 8.""
}"
4,adversarial_project_003:launch_region,adversarial_policy,isc,adversarial_project_003,launch_region,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,launch_region_governed_003,src/adversarial_project_003/launch_region/owner-approved-r8.md,8,False,launch_region_governed_003,src/adversarial_project_003/launch_region/owner-approved-r8.md,8,The compiled record indicates the slot is not deleted and has the specified value.,True,True,True,2329.1,204,260,464,0.00010136,"{
""value"": ""launch_region_governed_003"",
""source"": ""src/adversarial_project_003/launch_region/owner-approved-r8.md"",
""revision"": 8,
""rationale"": ""The compiled record indicates the slot is not deleted and has the specified value.""
}"
5,adversarial_project_004:risk_owner,adversarial_policy,qsr,adversarial_project_004,risk_owner,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,risk_owner_governed_004,src/adversarial_project_004/risk_owner/owner-approved-r5.md,5,False,,,,,False,False,False,7473.1,7290,1024,8314,0.00130732,"We need to determine the current value for slot 'risk_owner' of entity 'adversarial_project_004' as of today 2026-07-08.

First, identify all rows matching entity 'adversarial_project_004' and slot 'risk_owner'. From the context:

- row 7: doc_id adversarial_project_004_risk_owner_approved_5, type=value, value=risk_owner_governed_004, version=5, env=production, state=approved, source_trust=owner, valid_from=2026-01-01, valid_until=NONE, source=src/adversarial_project_004/risk_owner/owner-approved-r5.md

- row 13: doc_id adversarial_project_004_risk_owner_draft_latest, type=value, value=risk_owner_wrong_draft_004, version=14, env=production, state=draft, source_trust=owner, valid_from=2026-01-01, valid_until=NONE, source=src/adversarial_project_004/risk_owner/draft-r14.md

- row 28: doc_id adversarial_project_004_risk_owner_approved_high_revoked, type=value, value=risk_owner_wrong_revoked_004, version=11, env=production, state=approved, source_trust=owner, valid_from=2026-01-01, valid_until=NONE, source=src/adversarial_project_004/risk_owner/owner-approved-r11.md

- row 38: doc_id adversarial_project_004_risk_owner_distractor_7, type=revocation, entity=adversarial_project_004, slot=risk_owner, value=risk_owner_distractor_9264, version=4, env=sandbox, state=proposal, source_trust=owner, valid_from=2026-02-01, valid_until=2027-01-01, source=src/adversarial_project_004/risk_owner/distractor-7.md

- row 49: doc_id adversarial_project_004_risk_owner_revokes_high, type=revocation, entity=adversarial_project_004, slot=risk_owner, revokes=adversarial_project_004_risk_owner_approved_high_revoked, version=13, env=production, state=approved, source_trust=regulatory, effective_on=2026-05-01, source=src/adversarial_project_004/risk_owner/revocation-r13.md

- row 61: doc_id adversarial_project_004_risk_owner_approved_imported, type=value, value=risk_owner_wrong_imported_004, version=10, env=production, state=approved, source_trust=imported, valid_from=2026-01-01, valid_until=NONE, source=src/adversarial_project_004/risk_owner/imported-r10.md

- row 64: doc_id adversarial_project_004_risk_owner_approved_future, type=value, value=risk_owner_wrong_future_004, version=9, env=production, state=approved, source_trust=regulatory, valid_from=2026-12-01, valid_until=NONE, source=src/adversarial_project_004/risk_owner/future-r9.md

Also note row 40 is for capital_plan, not risk_owner.

Now apply resolution rules:

Rule 1: Consider only rows matching the requested entity and slot. So we have the above rows.

Rule 2: Candidate rows must have type=value, env=production, state=approved. So we filter for type=value, env=production, state=approved.

From the list:
- row 7: type=value, env=production, state=approved -> candidate.
- row 13: state=draft -> not candidate.
- row 28: type=value, env=production, state=approved -> candidate.
- row 61: type=value, env=production, state=approved -> candidate.
- row 64: type=value, env=production, state=approved -> candidate.

Also row 38 is revocation, not value. Row 49 is revocation.

So candidates: row 7 (version 5), row 28 (version 11), row 61 (version 10), row 64 (version 9).

Rule 3: Candidate valid_from must be on or before today (2026-07-08). All have valid_from 2026-01-01 except row 64 has valid_from 2026-12-01 which is after today. So row 64 is excluded.

Remaining: row 7"
5,adversarial_project_004:risk_owner,adversarial_policy,isc,adversarial_project_004,risk_owner,deepseek-v4-flash,accounts/fireworks/models/deepseek-v4-flash,risk_owner_governed_004,src/adversarial_project_004/risk_owner/owner-approved-r5.md,5,False,risk_owner_governed_004,src/adversarial_project_004/risk_owner/owner-approved-r5.md,5,"The compiled record for entity 'adversarial_project_004' slot 'risk_owner' shows value 'risk_owner_governed_004' with revision 5, not deleted, and source path as provided.",True,True,True,1942.1,202,217,419,8.904e-05,"{
""value"": ""risk_owner_governed_004"",
""source"": ""src/adversarial_project_004/risk_owner/owner-approved-r5.md"",
""revision"": 5,
""rationale"": ""The compiled record for entity 'adversarial_project_004' slot 'risk_owner' shows value 'risk_owner_governed_004' with revision 5, not deleted, and source path as provided.""
}"
